20 stops, 22 old_students, 3 new_students, 40 max_walk, 22 capacity
1	50.0	50.0
2	46.918	45.786
3	58.642	59.873
4	45.195	57.77
5	48.642	53.565
6	55.889	59.398
7	47.721	50.481
8	53.814	54.834
9	52.416	46.371
10	56.28	57.876
11	54.938	51.609
12	49.641	52.759
13	50.155	51.969
14	53.763	58.018
15	50.516	50.496
16	53.797	49.363
17	55.142	47.464
18	46.808	59.025
19	54.59	56.824
20	51.106	59.139
1	45.658	84.734
2	22.96	58.777
3	45.205	42.495
4	26.013	72.453
5	75.771	57.152
6	63.216	76.771
7	61.891	42.563
8	72.369	49.029
9	68.527	80.802
10	63.545	73.386
11	36.396	86.937
12	52.678	63.497
13	35.801	63.173
14	40.512	78.207
15	41.441	59.143
16	55.007	70.914
17	37.02	56.429
18	43.54	55.439
19	71.214	76.69
20	46.363	67.611
21	66.723	40.23
22	40.59	88.571
23	50.643	59.045
24	43.693	67.698
25	55.515	54.029
Old Students: 1   3   12   8   19   4   17   14   21   2   25   15   24   5   16   6   7   11   22   18   13   23
New Students: 9   10   20
