80 stops, 90 old_students, 10 new_students, 5 max_walk, 45 capacity
1	50.0	50.0
2	91.969	85.87
3	5.503	56.27
4	88.07	35.156
5	14.396	76.69
6	76.581	42.461
7	22.932	82.066
8	71.36	78.511
9	44.46	65.175
10	62.105	60.163
11	82.794	48.235
12	35.915	71.465
13	32.372	67.33
14	12.344	44.895
15	6.257	62.327
16	45.526	49.649
17	21.759	47.791
18	7.053	53.737
19	64.932	47.609
20	42.817	48.503
21	68.251	74.582
22	27.368	67.449
23	47.852	60.898
24	6.221	61.149
25	50.776	53.101
26	19.965	76.766
27	82.728	81.975
28	8.677	66.174
29	27.329	85.399
30	37.324	80.791
31	56.745	63.446
32	47.502	37.758
33	11.476	46.602
34	31.391	60.864
35	53.08	36.913
36	16.323	36.011
37	8.271	82.514
38	88.087	49.965
39	68.76	62.967
40	72.904	64.479
41	87.91	44.047
42	47.329	46.721
43	43.775	84.171
44	90.535	78.511
45	76.522	64.146
46	86.463	52.694
47	22.756	50.65
48	29.255	45.611
49	22.819	73.248
50	85.164	35.165
51	88.06	35.475
52	82.141	58.03
53	19.495	41.953
54	16.797	68.356
55	43.544	79.695
56	32.789	37.133
57	71.988	45.186
58	60.699	53.996
59	30.097	82.119
60	34.498	76.142
61	59.24	59.415
62	81.653	79.56
63	33.486	35.867
64	9.048	43.802
65	38.733	45.165
66	31.239	41.997
67	32.14	39.93
68	88.752	59.169
69	67.164	53.774
70	37.893	63.316
71	38.934	47.335
72	58.375	83.275
73	6.558	74.246
74	66.317	50.977
75	19.964	44.473
76	61.434	60.354
77	7.225	73.106
78	18.722	84.551
79	8.665	58.786
80	54.688	84.558
1	92.444	85.061
2	91.792	84.112
3	94.506	84.402
4	92.271	86.141
5	89.611	88.649
6	90.809	88.343
7	91.336	84.31
8	91.855	83.117
9	91.309	82.139
10	93.63	86.859
11	93.621	87.511
12	94.354	87.622
13	89.338	83.456
14	94.774	86.284
15	90.762	82.447
16	92.107	85.723
17	93.419	83.271
18	89.452	90.036
19	91.81	82.611
20	92.706	83.021
21	6.334	55.435
22	3.944	59.455
23	8.464	58.332
24	7.153	56.839
25	4.844	57.549
26	7.977	59.47
27	8.211	58.183
28	4.278	55.233
29	5.502	56.253
30	4.363	54.444
31	10.107	54.891
32	6.737	59.55
33	5.911	54.918
34	7.74	54.391
35	9.256	54.877
36	4.216	53.876
37	4.577	57.275
38	7.791	52.273
39	5.995	58.227
40	3.135	56.593
41	87.72	36.518
42	88.089	35.122
43	85.085	37.062
44	87.878	35.841
45	84.852	31.593
46	87.336	36.713
47	85.779	37.584
48	88.047	35.228
49	85.144	37.004
50	87.113	36.697
51	88.477	35.011
52	85.096	38.298
53	90.611	37.395
54	89.579	37.32
55	86.605	36.482
56	88.236	35.566
57	87.929	35.077
58	89.06	34.805
59	86.567	33.255
60	89.019	37.505
61	13.119	74.886
62	14.905	79.212
63	13.855	78.253
64	11.263	80.37
65	14.369	75.606
66	15.466	81.167
67	13.167	77.565
68	12.332	77.826
69	12.926	79.713
70	16.493	78.668
71	18.279	74.066
72	11.18	77.719
73	14.533	74.472
74	15.272	77.637
75	10.858	76.052
76	13.662	78.995
77	13.989	78.232
78	15.089	75.843
79	10.557	79.571
80	10.098	79.116
81	79.112	41.555
82	80.484	43.896
83	80.873	43.572
84	76.184	42.252
85	73.637	44.535
86	75.036	43.081
87	80.585	43.085
88	75.357	38.553
89	75.278	42.262
90	77.76	39.906
91	75.975	41.299
92	73.761	41.028
93	76.81	41.02
94	76.194	40.678
95	77.895	37.817
96	72.965	42.049
97	79.133	42.231
98	73.6	44.85
99	75.88	42.561
100	77.297	42.725
Old Students: 61   39   8   22   7   6   41   62   17   30   79   84   63   1   94   31   18   26   14   76   32   85   56   54   92   69   80   72   5   66   64   88   37   60   59   2   53   33   58   28   87   38   19   9   89   86   34   25   77   35   3   51   20   42   74   98   24   95   78   44   81   93   100   43   96   68   36   10   52   45   83   16   50   48   11   90   23   47   99   97   27   4   71   21   70   55   29   75   15   67
New Students: 91   73   65   46   49   40   12   82   57   13
