80 stops, 90 old_students, 10 new_students, 20 max_walk, 45 capacity
1	50.0	50.0
2	75.313	47.375
3	27.123	58.572
4	25.776	61.334
5	68.322	41.414
6	59.135	73.517
7	52.305	70.185
8	69.051	72.26
9	47.246	47.681
10	54.771	45.472
11	68.989	56.359
12	53.52	60.252
13	44.441	59.25
14	31.856	45.565
15	67.074	57.97
16	69.318	42.519
17	63.337	50.546
18	37.626	70.349
19	41.385	42.673
20	31.404	48.408
21	66.529	48.09
22	44.982	45.144
23	72.155	42.654
24	75.19	56.771
25	35.317	45.506
26	32.481	59.399
27	33.499	50.29
28	39.544	42.866
29	27.097	59.883
30	33.494	62.732
31	62.977	44.715
32	74.53	50.824
33	40.866	66.16
34	42.143	64.815
35	60.651	60.543
36	59.077	53.646
37	64.837	71.794
38	37.066	45.368
39	71.382	51.324
40	28.412	55.684
41	46.588	53.265
42	30.663	57.751
43	73.637	53.065
44	31.413	66.236
45	67.404	43.123
46	32.019	65.342
47	40.86	63.056
48	50.347	50.262
49	53.6	65.776
50	69.226	65.436
51	64.838	59.091
52	42.538	66.236
53	37.191	62.068
54	69.793	73.198
55	60.133	51.193
56	54.047	61.51
57	57.642	54.075
58	63.635	46.983
59	41.038	55.644
60	44.177	50.057
61	26.287	63.517
62	62.261	63.133
63	50.774	54.883
64	48.146	58.376
65	47.112	68.375
66	32.334	61.687
67	68.773	42.432
68	65.933	50.878
69	48.292	73.345
70	50.656	54.583
71	46.402	42.452
72	62.645	72.234
73	29.465	50.641
74	28.725	43.809
75	64.491	61.412
76	37.863	68.3
77	75.113	50.177
78	43.627	52.91
79	51.853	61.649
80	65.54	71.646
1	78.126	47.106
2	72.132	55.786
3	74.052	52.441
4	83.003	50.452
5	88.237	42.377
6	74.62	48.791
7	79.359	51.207
8	74.214	49.491
9	73.26	27.586
10	75.377	47.418
11	61.483	45.225
12	69.161	42.129
13	70.717	46.651
14	76.892	42.336
15	82.84	33.89
16	70.344	63.5
17	78.3	40.522
18	60.336	47.632
19	79.856	33.974
20	83.916	45.136
21	27.139	56.538
22	25.011	51.491
23	37.099	60.272
24	24.881	48.097
25	27.262	58.472
26	10.559	50.552
27	36.494	49.313
28	23.527	61.339
29	29.947	60.306
30	23.348	57.764
31	43.42	59.673
32	29.61	49.307
33	26.854	58.319
34	28.234	64.785
35	19.721	70.364
36	26.825	51.248
37	43.808	56.058
38	34.343	50.39
39	27.586	59.166
40	37.085	57.715
41	30.46	51.472
42	9.06	62.162
43	36.105	66.87
44	28.573	54.829
45	12.336	60.11
46	25.728	57.56
47	31.226	74.193
48	12.795	76.333
49	9.8	63.619
50	15.901	72.369
51	26.792	62.257
52	25.294	50.875
53	26.482	62.126
54	29.987	64.065
55	15.53	58.689
56	24.357	54.838
57	42.703	55.824
58	15.589	55.764
59	26.403	67.527
60	23.5	62.158
61	55.685	53.916
62	84.067	29.694
63	67.15	48.683
64	78.056	32.825
65	68.457	23.719
66	71.517	43.818
67	78.427	46.461
68	56.436	41.544
69	73.58	38.626
70	67.547	40.664
71	69.82	55.871
72	69.066	44.586
73	86.764	46.178
74	68.313	41.506
75	61.853	33.163
76	67.331	39.045
77	68.636	50.125
78	59.771	28.254
79	73.396	38.104
80	80.948	44.285
81	75.222	73.446
82	59.276	76.364
83	43.999	81.213
84	43.04	79.177
85	67.013	87.072
86	59.356	63.22
87	43.252	70.236
88	42.968	63.904
89	54.422	81.772
90	69.461	66.243
91	56.68	59.588
92	42.216	83.189
93	66.714	57.543
94	48.599	68.17
95	56.796	77.031
96	68.01	77.817
97	52.167	69.945
98	73.302	83.767
99	54.756	73.23
100	60.935	67.488
Old Students: 30   79   47   6   42   27   19   38   29   94   8   17   11   50   87   31   34   26   76   84   77   98   58   20   54   12   35   89   25   51   62   92   95   82   44   22   83   85   21   1   4   56   3   28   66   88   65   41   61   97   39   37   91   10   45   13   18   9   64   86   36   32   33   90   23   52   70   80   43   53   63   67   100   59   49   55   24   93   14   46   78   99   16   74   60   96   72   69   15   73
New Students: 48   68   75   40   81   5   2   71   7   57
