40 stops, 45 old_students, 5 new_students, 40 max_walk, 22 capacity
1	50.0	50.0
2	53.3	50.6
3	55.001	48.357
4	48.874	49.645
5	59.513	46.613
6	53.997	49.473
7	59.409	49.305
8	58.455	49.9
9	56.149	50.46
10	50.23	49.318
11	58.091	47.297
12	52.118	49.48
13	53.117	47.378
14	51.543	47.245
15	53.207	47.124
16	56.947	47.467
17	54.872	47.671
18	49.678	49.218
19	51.468	46.748
20	53.501	46.971
21	53.12	50.022
22	49.777	47.221
23	55.21	48.92
24	54.221	46.821
25	57.911	50.577
26	57.557	47.826
27	57.945	47.368
28	49.476	50.438
29	54.159	49.178
30	51.73	48.543
31	51.721	49.25
32	54.513	49.576
33	50.526	46.908
34	58.882	49.672
35	58.454	46.647
36	51.802	48.578
37	57.639	48.166
38	51.985	48.349
39	56.631	47.914
40	48.996	47.981
1	66.603	13.758
2	57.41	12.258
3	37.492	59.235
4	46.185	49.34
5	28.485	46.502
6	34.457	35.259
7	51.385	51.894
8	70.644	27.513
9	56.044	47.249
10	68.739	40.879
11	50.492	59.312
12	56.302	46.333
13	48.065	47.993
14	59.102	59.976
15	48.346	42.976
16	53.899	87.498
17	75.446	79.299
18	76.48	42.83
19	87.706	26.058
20	38.811	41.879
21	12.621	33.356
22	54.286	43.86
23	69.707	33.347
24	36.238	44.763
25	17.325	38.725
26	24.723	51.478
27	49.715	66.694
28	45.081	39.81
29	43.526	57.715
30	34.949	46.13
31	46.348	66.335
32	69.486	36.906
33	65.18	17.391
34	58.538	47.555
35	40.466	30.733
36	54.814	45.41
37	80.394	32.072
38	72.882	40.211
39	46.161	48.534
40	71.756	21.651
41	54.012	49.481
42	62.998	44.074
43	63.779	24.268
44	41.371	23.252
45	70.902	67.319
46	81.536	43.315
47	61.232	48.288
48	54.892	33.386
49	39.379	52.225
50	50.715	48.058
Old Students: 4   29   12   17   2   21   6   46   42   18   22   16   9   50   11   33   24   44   23   36   37   35   28   48   38   20   10   27   45   43   8   3   30   14   19   7   5   34   41   13   1   39   47   49   40
New Students: 26   15   32   25   31
